id,title,authors,venue,year
818,understanding the global semantics of referential actions using logic rules,"w may , b ludфscher",acm trans . database syst .,2002
819,efficient geometry-based similarity search of 3d spatial databases,d keim,sigmod conference,1999
820,adaptive algorithms for set containment joins,"s melnik , h garcia-molina",acm trans . database syst .,2003
821,a layered architecture for querying dynamic web content,"h davulcu , j freire , m kifer , i ramakrishnan",sigmod conference,1999
822,information management for genome level bioinformatics,,,2001
823,silkroute : a framework for publishing relational data in xml,"m fernandez , y kadiyska , d suciu , a morishima , w tan",acm trans . database syst .,2002
824,searching in metric spaces with user-defined and approximate distances,"p ciaccia , m patella",acm trans . database syst .,2002
825,automatic discovery of language models for text databases,"j callan , m connell , a du",sigmod conference,1999
826,bottom-up computation of sparse and iceberg cubes,"k beyer , r ramakrishnan",sigmod conference,1999
827,fast incremental maintenance of approximate histograms,"p gibbons , y matias , v poosala",acm trans . database syst .,2002
828,client-site query extensions,"t mayr , p seshadri",sigmod conference,1999
829,searching for dependencies at multiple abstraction levels,"t calders , r ng , j wijsen",acm trans . database syst .,2002
830,a new method for similarity indexing of market basket data,"c aggarwal , j wolf , p yu",sigmod conference,1999
831,locally adaptive dimensionality reduction for indexing large time series databases,"k chakrabarti , e keogh , s mehrotra , m pazzani",acm trans . database syst .,2002
832,cost models for overlapping and multiversion structures,"y tao , d papadias , j zhang",acm trans . database syst .,2002
833,dynamat : a dynamic view management system for data warehouses,"y kotidis , n roussopoulos",sigmod conference,1999
834,an efficient bitmap encoding scheme for selection queries,"c chan , y ioannidis",sigmod conference,1999
835,iterative spatial join,"e jacox , h samet",acm trans . database syst .,2003
836,approximate computation of multidimensional aggregates of sparse data using wavelets,"j vitter , m wang",sigmod conference,1999
837,removing permissions in the flexible authorization framework,"d wijesekera , s jajodia , f parisi-presicce , х hagstrіm",acm trans . database syst .,2003
838,an adaptive query execution system for data integration,"z ives , d florescu , m friedman , a levy , d weld",sigmod conference,1999
839,spatial queries in dynamic environments,"y tao , d papadias",acm trans . database syst .,2003
840,a comparison of selectivity estimators for range queries on metric attributes,"b blohsfeld , d korus , b seeger",sigmod conference,1999
841,are quorums an alternative for data replication ?,"r jimщnez-peris , m patiёo-martэnez , g alonso , b kemme",acm trans . database syst .,2003
842,belief reasoning in mls deductive databases,h jamil,sigmod conference,1999
843,on the computation of relational view complements,"j lechtenbіrger , g vossen",acm trans . database syst .,2003
844,discovering all most specific sentences,"d gunopulos , r khardon , h mannila , s saluja , h toivonen , r sharm",acm trans . database syst .,2003
845,efficient concurrency control for broadcast environments,"j shanmugasundaram , a nithrakashyap , r sivasankaran , k ramamritham",sigmod conference,1999
846,a simple algorithm for finding frequent elements in streams and bags,"r karp , s shenker , c papadimitriou",acm trans . database syst .,2003
847,boat-optimistic decision tree construction,"j gehrke , v ganti , r ramakrishnan , w loh",sigmod conference,1999
848,a multimedia presentation algebra,"s adali , m sapino , v subrahmanian",sigmod conference,1999
849,description logics for semantic query optimization in object-oriented database systems,"d beneventano , s bergamaschi , c sartori",acm trans . database syst .,2003
850,a user-centered interface for querying distributed multimedia databases,"i cruz , k james",sigmod conference,1999
851,a tsql2 tutorial,"nodgrass , i ahn , g ariav , d batory , j clifford , c dyreson , r elmasri , f grandi , c jensen , w kфfer , n kline , k kulkarni , t leung , n lorentzos , j roddick , a segev , m soo , s sripada",sigmod record,1994
852,integration of spatial join algorithms for processing multiple inputs,"n mamoulis , d papadias",sigmod conference,1999
853,evolvable view environment ( eve ) : non-equivalent view maintenance under schema changes,"e rundensteiner , a koeller , x zhang , a wyk , y li , a lee , a nica",sigmod conference,1999
854,exploratory mining via constrained frequent set queries,"r ng , l lakshmanan , j han , t mah",sigmod conference,1999
855,research issues in databases for arcs : active rapidly changing data systems,a datta,sigmod record,1994
856,domino : databases for moving objects tracking,"o wolfson , a sistla , b xu , j zhou , s chamberlain",sigmod conference,1999
857,database patchwork on the internet,"r braumandl , a kemper , d kossmann",sigmod conference,1999
858,how to modify sql queries in order to guarantee sure answers,h klein,sigmod record,1994
859,database research at nthu and itri,a chen,sigmod record,1994
860,an xml-based wrapper generator for web information extraction,"l liu , w han , d buttler , c pu , w tang",sigmod conference,1999
861,dbis-toolkit : adaptable middleware for large scale data delivery,"m altinel , d aksoy , t baby , m franklin , w shapiro , s zdonik",sigmod conference,1999
862,daytona and the fourth-generation language cymbal,r greer,sigmod conference,1999
863,metadata for integrating speech documents in a text retrieval system,"u glavitsch , p schфuble , m wechsler",sigmod record,1994
864,metadata for mixed-media access,"f chen , m hearst , j kupiec , j pedersen , l wilcox",sigmod record,1994
865,data integration and warehousing in telecom italia,"s trisolini , m lenzerini , d nardi",sigmod conference,1999
866,sequoia 2000 metadata schema for satellite images,"j anderson , m stonebraker",sigmod record,1994
867,datablitz storage manager : main memory database performance for critical applications,"j baulier , p bohannon , s gogate , c gupta , s haldar , s joshi , a khivesera , h korth , p mcilroy , j miller , p narayan , m nemeth , r rastogi , s seshadri , a silberschatz , s sudarshan , m wilder , c wei",sigmod conference,1999
868,using metadata for the intelligent browsing of structured media objects,"w grosky , f fotouhi , i sethi",sigmod record,1994
869,clustering methods for large databases : from the past to the future,"a hinneburg , d keim",sigmod conference,1999
870,bringing object-relational technology to mainstream,"v krishnamurthy , s banerjee , a nori",sigmod conference,1999
871,unix rdbms : the next generation,b rosneblatt,sigmod record,1994
872,loading databases using dataflow parallelism,"t barclay , r barnes , j gray , p sundaresan",sigmod record,1994
873,data management issues in electronic commerce ( panel ),m жzsu,sigmod conference,1999
874,a database perspective on lotus domino/notes,c mohan,sigmod conference,1999
875,recent design trade-offs in sql3,"n mattos , l demichiel",sigmod record,1994
876,query optimization in the presence of limited access patterns,"d florescu , a levy , i manolescu , d suciu",sigmod conference,1999
877,a consensus glossary of temporal database concepts,"c jensen , j clifford , r elmasri , s gadia , p hayes , s jajodia",sigmod record,1994
878,ripple joins for online aggregation,"p haas , j hellerstein",sigmod conference,1999
879,constructing the next 100 database management systems,"a geppert , k dittrich",sigmod record,1994
880,join synopses for approximate query answering,"s acharya , p gibbons , v poosala , s ramaswamy",sigmod conference,1999
881,a hypertext query language for images,l yang,sigmod record,1994
882,on random sampling over joins,"s chaudhuri , r motwani , v narasayya",sigmod conference,1999
883,random sampling techniques for space efficient online computation of order statistics of large datasets,"g manku , s rajagopalan , b lindsay",sigmod conference,1999
884,observations on the odmg-93 proposal,w kim,sigmod record,1994
885,in memory of bob kooi ( 1951-1993 ),,,1994
886,query optimization for selections using bitmaps,m wu,sigmod conference,1999
887,multi-dimensional selectivity estimation using compressed histogram information,"j lee , d kim , c chung",sigmod conference,1999
888,databases for gis,"c medeiros , f pires",sigmod record,1994
889,self-tuning histograms : building histograms without looking at data,"a aboulnaga , s chaudhuri",sigmod conference,1999
890,comprehension syntax,"p buneman , l libkin , d suciu , v tannen , l wong",sigmod record,1994
891,research issues in active database systems : report from the closing panel at ride-ads '94,j widom,sigmod record,1994
